"wetland_id","site","site_type","block","date.x","year","time","temp","water","wind","uni_id_date","NOMO","OROR","COYE","PIWA","EAKI","CHSP","BLGR","RBWO","TUTI","EATO","NOCA","YBCU","BGGN","CARW","YTVI","CACH","GCFL","WOTH","DOWO","BASP","WBNU","SUTA","YBCH","NOPA","WEVI","EAWP","YTWA","REVI","EABL","RHWO","AMRO","RSHA","BHCO","INBU","BHNU","BRTH","MIKI","MODO","RWBL","COGR","PABU","RTHA","PIWO","BGNN","LBHE","BLJA","AMCR","ACFL","OVEN","WODU","GREG","GRHE","EWPE","KILL","BCSP","tree_sr","tree_dist","tree_dbh","tree_ba","tupelo_dbh","pine_dbh","other_dbh","date.y","time_start","time_end","property","type","bird_sr","shan_sr_1","shan_sr_2","agriculture","ditched","rain_24","inch_24","wetland_type","hydrology","last_dry","canopy_cover","canopy_dom","midstory_cover","midstory_dom","debris_cover","debris_dom","groundcover","herb_layer","dom_herb_group","water_cover","current_water_max","high_water_mark","burn_scars","duff","duff_depth","hydro_dist","wetland_disturbance","natural_community","canopy_dom_upland","canopy_cover_upland","midstory_cover_upland","midstory_dom_upland","herb_cover_upland","herb_dom_upland","stumps","burn_scars_upland","duff.1","duff_depth_upland","time_last_fire","tree_height_mean","tree_height_sd","crown_hull_mean","canopy_cover_sim","canopy_cover_sim.1"
"HH04","halidon","wetland",4,"5/17/2022",2022,"7:29",74,0,0,"HH04_5/17/2022",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.425,106,2464.18673765949,67,0,39,"9/10/2021","11:12","11:22","halidon","wetland",8,1.880985,2.240322,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","50-75","Black Gum","0-25","Wax Myrtle","0-25","","0-25","Edges","Sedges","75-100",18,24,FALSE,NA,NA,"Ditch","None","Mesic Flatwood","Longleaf","0-25","0","None","75-100","Little Blue Stem",TRUE,TRUE,FALSE,NA,2020,17.2979104477612,3.97948319216294,22.3063432835821,63.1192660550459,45.8161865569273
"HH04","halidon","wetland",4,"6/14/22",2022,"7:03",81.3,0,0,"HH04_6/14/22",0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.425,106,2464.18673765949,67,0,39,"9/10/2021","11:12","11:22","halidon","wetland",8,1.880985,2.240322,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","50-75","Black Gum","0-25","Wax Myrtle","0-25","","0-25","Edges","Sedges","75-100",18,24,FALSE,NA,NA,"Ditch","None","Mesic Flatwood","Longleaf","0-25","0","None","75-100","Little Blue Stem",TRUE,TRUE,FALSE,NA,2020,17.2979104477612,3.97948319216294,22.3063432835821,63.1192660550459,45.8161865569273
"HH04","halidon","wetland",4,"05/14/2021",2021,"7:15",48,3.1,NA,"HH04_05/14/2021",0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.425,106,2464.18673765949,67,0,39,"9/10/2021","11:12","11:22","halidon","wetland",8,1.880985,2.240322,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","50-75","Black Gum","0-25","Wax Myrtle","0-25","","0-25","Edges","Sedges","75-100",18,24,FALSE,NA,NA,"Ditch","None","Mesic Flatwood","Longleaf","0-25","0","None","75-100","Little Blue Stem",TRUE,TRUE,FALSE,NA,2020,17.2979104477612,3.97948319216294,22.3063432835821,63.1192660550459,45.8161865569273
"HH04","halidon","wetland",4,"05/17/2021",2021,"8:26",57,0,NA,"HH04_05/17/2021",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.425,106,2464.18673765949,67,0,39,"9/10/2021","11:12","11:22","halidon","wetland",8,1.880985,2.240322,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","50-75","Black Gum","0-25","Wax Myrtle","0-25","","0-25","Edges","Sedges","75-100",18,24,FALSE,NA,NA,"Ditch","None","Mesic Flatwood","Longleaf","0-25","0","None","75-100","Little Blue Stem",TRUE,TRUE,FALSE,NA,2020,17.2979104477612,3.97948319216294,22.3063432835821,63.1192660550459,45.8161865569273
"HH04","halidon","wetland",4,"05/24/2021",2021,"6:59",68,0,NA,"HH04_05/24/2021",1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.425,106,2464.18673765949,67,0,39,"9/10/2021","11:12","11:22","halidon","wetland",8,1.880985,2.240322,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","50-75","Black Gum","0-25","Wax Myrtle","0-25","","0-25","Edges","Sedges","75-100",18,24,FALSE,NA,NA,"Ditch","None","Mesic Flatwood","Longleaf","0-25","0","None","75-100","Little Blue Stem",TRUE,TRUE,FALSE,NA,2020,17.2979104477612,3.97948319216294,22.3063432835821,63.1192660550459,45.8161865569273
"HH05","halidon","wetland",4,"5/26/2022",2022,"8:09",75,0,0.8,"HH05_5/26/2022",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.475,79.5,1309.4550879244,0,79.5,0,"9/15/2022","","","halidon","wetland",NA,NA,2.246214,TRUE,TRUE,FALSE,NA,"Depression Marsh","Ephem","June 2022","25-50","Longleaf","0-25","Wax Myrtle","0-25","","75-100","Whole Basin","Grasses","0-25",NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA,NA,NA,16.234696969697,2.67060651117478,16.9452727272727,46.9724770642202,62.8296771013064
"HH05","halidon","wetland",4,"5/17/2021",2022,"8:15",74,0,0,"HH05_5/17/2021",0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.475,79.5,1309.4550879244,0,79.5,0,"9/15/2022","","","halidon","wetland",NA,NA,2.246214,TRUE,TRUE,FALSE,NA,"Depression Marsh","Ephem","June 2022","25-50","Longleaf","0-25","Wax Myrtle","0-25","","75-100","Whole Basin","Grasses","0-25",NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA,NA,NA,16.234696969697,2.67060651117478,16.9452727272727,46.9724770642202,62.8296771013064
"HH05","halidon","wetland",4,"6/14/22",2022,"7:31",84.4,0,0.7,"HH05_6/14/22",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.475,79.5,1309.4550879244,0,79.5,0,"9/15/2022","","","halidon","wetland",NA,NA,2.246214,TRUE,TRUE,FALSE,NA,"Depression Marsh","Ephem","June 2022","25-50","Longleaf","0-25","Wax Myrtle","0-25","","75-100","Whole Basin","Grasses","0-25",NA,NA,NA,NA,NA,"","","","","","","","","",NA,NA,NA,NA,NA,16.234696969697,2.67060651117478,16.9452727272727,46.9724770642202,62.8296771013064
"HH07","halidon","wetland",4,"5/26/2022",2022,"7:49",74,0,0.6,"HH07_5/26/2022",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3125,87.3,2238.69107096645,39,48.3,0,"9/10/2021","11:30","11:50","halidon","wetland",12,2.399204,2.053095,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","75-100","Black Gum, Loblolly, Laurel Oak","0-25","None","25-50","","25-50","Patchy","Sedges","75-100",8,24,TRUE,TRUE,1,"","Bedding","Mesic Flatwood","Longleaf","50-75","0","None","75-100","Clethia, Ilex glatera",FALSE,TRUE,FALSE,NA,NA,18.6101515151515,3.08935965106251,30.5336515151515,72.8440366972477,76.0429835651075
"HH07","halidon","wetland",4,"5/17/2022",2022,"8:32",73,0,1.5,"HH07_5/17/2022",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3125,87.3,2238.69107096645,39,48.3,0,"9/10/2021","11:30","11:50","halidon","wetland",12,2.399204,2.053095,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","75-100","Black Gum, Loblolly, Laurel Oak","0-25","None","25-50","","25-50","Patchy","Sedges","75-100",8,24,TRUE,TRUE,1,"","Bedding","Mesic Flatwood","Longleaf","50-75","0","None","75-100","Clethia, Ilex glatera",FALSE,TRUE,FALSE,NA,NA,18.6101515151515,3.08935965106251,30.5336515151515,72.8440366972477,76.0429835651075
"HH07","halidon","wetland",4,"6/14/22",2022,"7:47",84.7,0,0,"HH07_6/14/22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3125,87.3,2238.69107096645,39,48.3,0,"9/10/2021","11:30","11:50","halidon","wetland",12,2.399204,2.053095,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","75-100","Black Gum, Loblolly, Laurel Oak","0-25","None","25-50","","25-50","Patchy","Sedges","75-100",8,24,TRUE,TRUE,1,"","Bedding","Mesic Flatwood","Longleaf","50-75","0","None","75-100","Clethia, Ilex glatera",FALSE,TRUE,FALSE,NA,NA,18.6101515151515,3.08935965106251,30.5336515151515,72.8440366972477,76.0429835651075
"HH07","halidon","wetland",4,"05/14/2021",2021,"7:52",52,0,NA,"HH07_05/14/2021",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3125,87.3,2238.69107096645,39,48.3,0,"9/10/2021","11:30","11:50","halidon","wetland",12,2.399204,2.053095,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","75-100","Black Gum, Loblolly, Laurel Oak","0-25","None","25-50","","25-50","Patchy","Sedges","75-100",8,24,TRUE,TRUE,1,"","Bedding","Mesic Flatwood","Longleaf","50-75","0","None","75-100","Clethia, Ilex glatera",FALSE,TRUE,FALSE,NA,NA,18.6101515151515,3.08935965106251,30.5336515151515,72.8440366972477,76.0429835651075
"HH07","halidon","wetland",4,"05/17/2021",2021,"7:59",57,0,NA,"HH07_05/17/2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3125,87.3,2238.69107096645,39,48.3,0,"9/10/2021","11:30","11:50","halidon","wetland",12,2.399204,2.053095,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","75-100","Black Gum, Loblolly, Laurel Oak","0-25","None","25-50","","25-50","Patchy","Sedges","75-100",8,24,TRUE,TRUE,1,"","Bedding","Mesic Flatwood","Longleaf","50-75","0","None","75-100","Clethia, Ilex glatera",FALSE,TRUE,FALSE,NA,NA,18.6101515151515,3.08935965106251,30.5336515151515,72.8440366972477,76.0429835651075
"HH07","halidon","wetland",4,"05/24/2021",2021,"7:24",68,0,NA,"HH07_05/24/2021",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3125,87.3,2238.69107096645,39,48.3,0,"9/10/2021","11:30","11:50","halidon","wetland",12,2.399204,2.053095,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Spring 2021","75-100","Black Gum, Loblolly, Laurel Oak","0-25","None","25-50","","25-50","Patchy","Sedges","75-100",8,24,TRUE,TRUE,1,"","Bedding","Mesic Flatwood","Longleaf","50-75","0","None","75-100","Clethia, Ilex glatera",FALSE,TRUE,FALSE,NA,NA,18.6101515151515,3.08935965106251,30.5336515151515,72.8440366972477,76.0429835651075
"HH13","halidon","wetland",1,"5/30/2022",2022,"7:39",76,0,1.2,"HH13_5/30/2022",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3,91.2,1854.10515229562,27.2,0,64,"9/10/2021","10:42","11:00","halidon","wetland",10,2.205155,2.295812,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Summer 2021","75-100","Black Gum","0-25","Sweetgum","0-25","","50-75","Most of basin","Sedges","75-100",24,24,TRUE,TRUE,0.5,"Ditch","","Mesic Flatwood","Slash","25-50","25-50","Sweetgum","75-100","Mix",TRUE,TRUE,FALSE,NA,NA,20.6996825396825,4.78927463302082,23.246873015873,58.348623853211,61.0650887573964
"HH13","halidon","wetland",1,"5/18/2022",2022,"7:30",66,0,0,"HH13_5/18/2022",0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3,91.2,1854.10515229562,27.2,0,64,"9/10/2021","10:42","11:00","halidon","wetland",10,2.205155,2.295812,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Summer 2021","75-100","Black Gum","0-25","Sweetgum","0-25","","50-75","Most of basin","Sedges","75-100",24,24,TRUE,TRUE,0.5,"Ditch","","Mesic Flatwood","Slash","25-50","25-50","Sweetgum","75-100","Mix",TRUE,TRUE,FALSE,NA,NA,20.6996825396825,4.78927463302082,23.246873015873,58.348623853211,61.0650887573964
"HH13","halidon","wetland",1,"6/13/22",2022,"9:06",85.7,0,0.6,"HH13_6/13/22",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3,91.2,1854.10515229562,27.2,0,64,"9/10/2021","10:42","11:00","halidon","wetland",10,2.205155,2.295812,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Summer 2021","75-100","Black Gum","0-25","Sweetgum","0-25","","50-75","Most of basin","Sedges","75-100",24,24,TRUE,TRUE,0.5,"Ditch","","Mesic Flatwood","Slash","25-50","25-50","Sweetgum","75-100","Mix",TRUE,TRUE,FALSE,NA,NA,20.6996825396825,4.78927463302082,23.246873015873,58.348623853211,61.0650887573964
"HH13","halidon","wetland",1,"5/15/2021",2021,"8:37",61,0,NA,"HH13_5/15/2021",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3,91.2,1854.10515229562,27.2,0,64,"9/10/2021","10:42","11:00","halidon","wetland",10,2.205155,2.295812,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Summer 2021","75-100","Black Gum","0-25","Sweetgum","0-25","","50-75","Most of basin","Sedges","75-100",24,24,TRUE,TRUE,0.5,"Ditch","","Mesic Flatwood","Slash","25-50","25-50","Sweetgum","75-100","Mix",TRUE,TRUE,FALSE,NA,NA,20.6996825396825,4.78927463302082,23.246873015873,58.348623853211,61.0650887573964
"HH13","halidon","wetland",1,"05/19/2021",2021,"7:49",63,0,NA,"HH13_05/19/2021",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3,91.2,1854.10515229562,27.2,0,64,"9/10/2021","10:42","11:00","halidon","wetland",10,2.205155,2.295812,TRUE,TRUE,TRUE,4,"Dome Swamp","Ephem","Summer 2021","75-100","Black Gum","0-25","Sweetgum","0-25","","50-75","Most of basin","Sedges","75-100",24,24,TRUE,TRUE,0.5,"Ditch","","Mesic Flatwood","Slash","25-50","25-50","Sweetgum","75-100","Mix",TRUE,TRUE,FALSE,NA,NA,20.6996825396825,4.78927463302082,23.246873015873,58.348623853211,61.0650887573964
